Symbol,Name,liveprice,volume_inmill,fiftydaymovavg,twohundaymovavg,prevdayclosingprice,DailyPrice,Date
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,875.7550048828125,2022-05-02
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,870.760009765625,2022-04-29
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,877.510009765625,2022-04-28
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,881.510009765625,2022-04-27
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,876.41998291015625,2022-04-26
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,998.02001953125,2022-04-25
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1005.0499877929687,2022-04-22
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1008.780029296875,2022-04-21
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,977.20001220703125,2022-04-20
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1028.1500244140625,2022-04-19
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1004.2899780273437,2022-04-18
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,985,2022-04-14
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1022.3699951171875,2022-04-13
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,986.95001220703125,2022-04-12
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,975.92999267578125,2022-04-11
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1025.489990234375,2022-04-08
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1057.260009765625,2022-04-07
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1045.760009765625,2022-04-06
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1091.260009765625,2022-04-05
TSLA,"Tesla, Inc.",875.260009765625,10.230015,935.568994140625,904.18314605712885,870.760009765625,1145.449951171875,2022-04-04
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.2049999237060547,2022-05-02
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.1599998474121094,2022-04-29
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.179999828338623,2022-04-28
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.1999998092651367,2022-04-27
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.2600002288818359,2022-04-26
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.3600001335144043,2022-04-25
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.320000171661377,2022-04-22
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.4099998474121094,2022-04-21
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.559999942779541,2022-04-20
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.53000020980835,2022-04-19
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.559999942779541,2022-04-18
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.9499998092651367,2022-04-14
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.0900001525878906,2022-04-13
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.7399997711181641,2022-04-12
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,4.9000000953674316,2022-04-11
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.0799999237060547,2022-04-08
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.2300000190734863,2022-04-07
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.3600001335144043,2022-04-06
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.5100002288818359,2022-04-05
LIFE,"aTyr Pharma, Inc.",4.2049999237060547,0.013035,5.028599996566772,6.5853750133514408,4.1599998474121094,5.6100001335144043,2022-04-04
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,10.015000343322754,2022-05-02
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,9.8050003051757813,2022-04-29
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,10.090000152587891,2022-04-28
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,9.5100002288818359,2022-04-27
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,10,2022-04-26
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,10.390000343322754,2022-04-25
HOOD,"Robinhood Markets, Inc.",10.034999847412109,7.99189,11.891900081634521,26.551439744639772,9.8050003051757813,10.260000228881836,2022-04-22
